"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","age_flag","person_emp_flag","income_group","loan_status_text"
23,50000.00,RENT,7,PERSONAL,A,15000.00,7.88,"0",0.30,N,4,Valid,Valid,High,Non-Default
24,91800.00,MORTGAGE,8,MEDICAL,D,5000.00,15.99,"1",0.05,N,2,Valid,Valid,High,Default
23,120000.00,MORTGAGE,5,MEDICAL,B,6000.00,9.99,"0",0.05,N,3,Valid,Valid,High,Non-Default
25,44000.00,RENT,1,EDUCATION,D,15000.00,14.59,"1",0.34,N,4,Valid,Valid,High,Default
24,50000.00,RENT,2,VENTURE,B,15000.00,11.36,"0",0.30,N,2,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,3,MEDICAL,A,4800.00,5.99,"0",0.04,N,4,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,8,PERSONAL,C,20000.00,12.99,"0",0.17,Y,2,Valid,Valid,High,Non-Default
23,120000.00,OWN,7,VENTURE,B,3600.00,10.59,"0",0.03,N,4,Valid,Valid,High,Non-Default
22,120000.00,MORTGAGE,3,MEDICAL,A,22000.00,7.49,"0",0.18,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,DEBTCONSOLIDATION,A,3750.00,5.42,"0",0.03,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,5,EDUCATION,B,13000.00,10.99,"0",0.11,N,2,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,7,MEDICAL,A,14500.00,7.49,"0",0.12,N,4,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,10,MEDICAL,C,5000.00,13.49,"0",0.04,Y,2,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,5,EDUCATION,A,8000.00,7.29,"0",0.07,N,2,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,9,PERSONAL,A,10000.00,5.42,"0",0.08,N,4,Valid,Valid,High,Non-Default
26,50004.00,RENT,3,VENTURE,C,15000.00,13.72,"0",0.30,Y,4,Valid,Valid,High,Non-Default
22,50004.00,RENT,6,VENTURE,D,15000.00,15.05,"0",0.30,Y,2,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,DEBTCONSOLIDATION,B,15000.00,11.01,"0",0.13,N,4,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,EDUCATION,B,18225.00,11.01,"0",0.15,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,8,HOMEIMPROVEMENT,B,14000.00,10.74,"0",0.12,N,3,Valid,Valid,High,Non-Default
22,44172.00,RENT,4,PERSONAL,B,15000.00,10.37,"1",0.34,N,3,Valid,Valid,High,Default
26,50400.00,RENT,10,HOMEIMPROVEMENT,B,15000.00,10.75,"0",0.30,N,2,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,9,HOMEIMPROVEMENT,B,28000.00,10.74,"0",0.23,N,3,Valid,Valid,High,Non-Default
25,50500.00,RENT,4,VENTURE,B,15000.00,11.14,"0",0.30,N,4,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,9,PERSONAL,B,10000.00,10.37,"0",0.08,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,10,MEDICAL,A,10000.00,5.42,"0",0.08,N,2,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,6,EDUCATION,A,6000.00,11.01,"0",0.05,N,2,Valid,Valid,High,Non-Default
22,120000.00,MORTGAGE,2,EDUCATION,A,17400.00,7.66,"0",0.14,N,2,Valid,Valid,High,Non-Default
22,51000.00,RENT,6,DEBTCONSOLIDATION,B,15000.00,11.11,"0",0.29,N,4,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,VENTURE,C,6000.00,13.06,"0",0.05,N,4,Valid,Valid,High,Non-Default
25,25000.00,OWN,9,VENTURE,A,6000.00,7.51,"0",0.24,N,2,Valid,Valid,Medium,Non-Default
24,51000.00,RENT,6,MEDICAL,B,15000.00,11.12,"0",0.29,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,2,PERSONAL,D,24250.00,16.02,"0",0.20,Y,4,Valid,Valid,High,Non-Default
25,51000.00,RENT,1,VENTURE,C,15000.00,13.48,"0",0.29,Y,4,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,DEBTCONSOLIDATION,B,16000.00,10.37,"0",0.13,N,3,Valid,Valid,High,Non-Default
24,120000.00,OWN,8,PERSONAL,D,15000.00,15.28,"0",0.13,N,3,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,6,DEBTCONSOLIDATION,B,10000.00,11.01,"0",0.08,N,2,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,2,EDUCATION,B,13000.00,9.99,"0",0.11,N,4,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,3,DEBTCONSOLIDATION,B,25000.00,11.01,"0",0.21,N,3,Valid,Valid,High,Non-Default
26,91800.00,MORTGAGE,10,MEDICAL,E,10000.00,16.32,"1",0.09,Y,4,Valid,Valid,High,Default
24,51500.00,RENT,8,EDUCATION,A,15000.00,8.49,"0",0.29,N,2,Valid,Valid,High,Non-Default
22,25000.00,OWN,6,VENTURE,A,5000.00,6.03,"0",0.20,N,2,Valid,Valid,Medium,Non-Default
25,25000.00,OWN,6,EDUCATION,A,8500.00,6.03,"0",0.34,N,2,Valid,Valid,Medium,Non-Default
24,51996.00,RENT,2,MEDICAL,C,15000.00,13.22,"0",0.29,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,2,EDUCATION,A,10000.00,5.42,"0",0.08,N,4,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,8,DEBTCONSOLIDATION,C,8400.00,13.72,"0",0.07,Y,2,Valid,Valid,High,Non-Default
23,46000.00,RENT,3,MEDICAL,D,15000.00,16.00,"1",0.33,N,4,Valid,Valid,High,Default
23,52000.00,RENT,7,VENTURE,C,15000.00,14.26,"0",0.29,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,6,EDUCATION,D,25000.00,15.20,"0",0.21,Y,3,Valid,Valid,High,Non-Default
25,52000.00,RENT,4,EDUCATION,B,15000.00,12.18,"0",0.29,N,4,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,9,PERSONAL,C,25000.00,13.72,"0",0.21,N,3,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,7,MEDICAL,A,4000.00,5.42,"0",0.03,N,3,Valid,Valid,High,Non-Default
22,52500.00,RENT,2,EDUCATION,B,15000.00,10.37,"0",0.29,N,3,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,5,DEBTCONSOLIDATION,A,9500.00,5.42,"0",0.08,N,2,Valid,Valid,High,Non-Default
23,108000.00,MORTGAGE,7,DEBTCONSOLIDATION,C,4000.00,11.01,"1",0.04,N,2,Valid,Valid,High,Default
23,120000.00,MORTGAGE,5,EDUCATION,A,14000.00,11.01,"0",0.12,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,1,MEDICAL,A,3000.00,6.39,"0",0.03,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,6,VENTURE,A,10000.00,11.01,"0",0.08,N,2,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,2,EDUCATION,A,6000.00,6.76,"0",0.05,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,EDUCATION,C,8000.00,13.61,"0",0.07,Y,2,Valid,Valid,High,Non-Default
24,91800.00,MORTGAGE,8,MEDICAL,D,15000.00,16.32,"1",0.14,Y,2,Valid,Valid,High,Default
22,52596.00,RENT,1,PERSONAL,B,15000.00,10.74,"0",0.29,N,2,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,3,PERSONAL,A,4600.00,6.39,"0",0.04,N,2,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,8,MEDICAL,A,10000.00,7.88,"0",0.08,N,2,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,8,DEBTCONSOLIDATION,A,4000.00,7.14,"0",0.03,N,3,Valid,Valid,High,Non-Default
24,23000.00,RENT,2,EDUCATION,C,1600.00,11.01,"0",0.07,Y,2,Valid,Valid,Medium,Non-Default
23,120000.00,MORTGAGE,7,EDUCATION,A,10000.00,7.51,"0",0.08,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,DEBTCONSOLIDATION,A,4900.00,7.14,"0",0.04,N,4,Valid,Valid,High,Non-Default
24,23000.00,RENT,2,EDUCATION,A,1600.00,7.68,"0",0.07,N,2,Valid,Valid,Medium,Non-Default
25,25000.00,RENT,1,DEBTCONSOLIDATION,B,1600.00,9.99,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
24,120000.00,MORTGAGE,2,PERSONAL,A,12000.00,7.51,"0",0.10,N,3,Valid,Valid,High,Non-Default
25,25000.00,RENT,4,MEDICAL,C,1600.00,12.98,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
24,25000.00,RENT,3,PERSONAL,C,1600.00,12.53,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
26,25200.00,RENT,6,VENTURE,C,1600.00,11.01,"0",0.06,Y,2,Valid,Valid,Medium,Non-Default
23,26000.00,RENT,1,PERSONAL,D,1600.00,16.29,"1",0.06,Y,3,Valid,Valid,Medium,Default
25,120000.00,MORTGAGE,4,HOMEIMPROVEMENT,A,6000.00,6.76,"0",0.05,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,10,HOMEIMPROVEMENT,D,10000.00,14.59,"0",0.08,Y,2,Valid,Valid,High,Non-Default
22,26880.00,RENT,2,DEBTCONSOLIDATION,B,1600.00,11.12,"0",0.06,N,2,Valid,Valid,Medium,Non-Default
22,28150.00,RENT,6,MEDICAL,A,1600.00,6.39,"0",0.06,N,4,Valid,Valid,Medium,Non-Default
25,28800.00,RENT,2,MEDICAL,A,1600.00,6.62,"0",0.06,N,2,Valid,Valid,Medium,Non-Default
23,29124.00,RENT,3,EDUCATION,B,1600.00,10.83,"0",0.05,N,4,Valid,Valid,Medium,Non-Default
26,120000.00,MORTGAGE,10,PERSONAL,C,10000.00,12.73,"0",0.08,N,3,Valid,Valid,High,Non-Default
26,120000.00,OWN,10,PERSONAL,C,15000.00,13.11,"0",0.13,Y,4,Valid,Valid,High,Non-Default
25,30000.00,RENT,8,PERSONAL,D,1600.00,16.29,"0",0.05,N,3,Valid,Valid,Medium,Non-Default
24,91800.00,MORTGAGE,6,MEDICAL,C,16000.00,14.22,"1",0.15,N,4,Valid,Valid,High,Default
21,120000.00,MORTGAGE,5,VENTURE,B,15000.00,10.25,"0",0.13,N,2,Valid,Valid,High,Non-Default
22,31000.00,RENT,2,MEDICAL,A,1600.00,9.32,"0",0.05,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,6,PERSONAL,C,20000.00,13.85,"0",0.17,N,3,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,6,PERSONAL,D,25000.00,15.31,"0",0.21,N,3,Valid,Valid,High,Non-Default
24,120000.00,OWN,8,HOMEIMPROVEMENT,C,21000.00,14.26,"0",0.17,Y,2,Valid,Valid,High,Non-Default
25,25000.00,OWN,4,MEDICAL,C,17500.00,14.22,"0",0.70,N,2,Valid,Valid,Medium,Non-Default
26,25000.00,OWN,1,EDUCATION,B,5000.00,9.88,"0",0.20,N,3,Valid,Valid,Medium,Non-Default
23,29000.00,RENT,6,DEBTCONSOLIDATION,A,1600.00,7.88,"1",0.06,N,3,Valid,Valid,Medium,Default
24,37500.00,RENT,2,DEBTCONSOLIDATION,C,1600.00,11.03,"0",0.04,Y,3,Valid,Valid,High,Non-Default
26,32000.00,RENT,5,VENTURE,D,1600.00,14.46,"1",0.05,Y,3,Valid,Valid,High,Default
23,120000.00,MORTGAGE,8,VENTURE,A,14000.00,8.94,"0",0.12,N,3,Valid,Valid,High,Non-Default
25,25000.00,OWN,4,VENTURE,B,2000.00,10.99,"0",0.08,N,3,Valid,Valid,Medium,Non-Default
22,25000.00,OWN,6,VENTURE,A,13000.00,7.88,"0",0.52,N,3,Valid,Valid,Medium,Non-Default
23,120000.00,MORTGAGE,6,PERSONAL,A,17000.00,8.94,"0",0.14,N,2,Valid,Valid,High,Non-Default
24,32400.00,RENT,6,EDUCATION,C,1600.00,13.98,"1",0.05,N,3,Valid,Valid,High,Default
25,120000.00,MORTGAGE,6,HOMEIMPROVEMENT,E,20000.00,11.01,"0",0.17,N,2,Valid,Valid,High,Non-Default
22,120000.00,MORTGAGE,5,MEDICAL,A,18000.00,8.94,"0",0.15,N,3,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,10,DEBTCONSOLIDATION,A,16000.00,8.94,"0",0.13,N,2,Valid,Valid,High,Non-Default
22,120000.00,MORTGAGE,3,MEDICAL,C,9600.00,13.22,"0",0.08,Y,4,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,1,HOMEIMPROVEMENT,E,20000.00,17.74,"0",0.17,Y,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,8,PERSONAL,A,16000.00,11.01,"0",0.13,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,1,EDUCATION,F,25000.00,18.53,"0",0.21,N,2,Valid,Valid,High,Non-Default
23,25000.00,OWN,1,EDUCATION,A,8000.00,8.59,"0",0.32,N,3,Valid,Valid,Medium,Non-Default
26,120000.00,MORTGAGE,10,HOMEIMPROVEMENT,C,20000.00,13.79,"0",0.17,Y,4,Valid,Valid,High,Non-Default
23,45000.00,RENT,6,VENTURE,B,1600.00,10.08,"0",0.04,N,4,Valid,Valid,High,Non-Default
23,48000.00,RENT,4,EDUCATION,C,1600.00,13.98,"0",0.03,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,6,VENTURE,B,15200.00,12.21,"0",0.13,N,2,Valid,Valid,High,Non-Default
22,48000.00,RENT,1,MEDICAL,C,1600.00,14.26,"0",0.03,N,4,Valid,Valid,High,Non-Default
23,108000.00,MORTGAGE,7,HOMEIMPROVEMENT,B,18000.00,11.26,"1",0.17,N,2,Valid,Valid,High,Default
23,53616.00,RENT,6,EDUCATION,B,1600.00,12.42,"0",0.03,N,4,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,7,MEDICAL,B,20000.00,12.21,"0",0.17,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,6,DEBTCONSOLIDATION,A,16000.00,9.63,"0",0.13,N,2,Valid,Valid,High,Non-Default
21,51000.00,RENT,5,VENTURE,D,1600.00,15.62,"1",0.03,N,4,Valid,Valid,High,Default
23,60000.00,RENT,1,MEDICAL,C,1600.00,13.99,"0",0.03,Y,4,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,7,EDUCATION,B,2500.00,11.01,"0",0.02,N,3,Valid,Valid,High,Non-Default
21,54000.00,RENT,6,VENTURE,D,1600.00,14.96,"1",0.03,N,4,Valid,Valid,High,Default
24,62000.00,RENT,1,MEDICAL,C,1600.00,13.85,"0",0.03,Y,4,Valid,Valid,High,Non-Default
25,120000.00,MORTGAGE,9,HOMEIMPROVEMENT,B,20000.00,11.14,"0",0.17,N,4,Valid,Valid,High,Non-Default
24,108000.00,MORTGAGE,1,DEBTCONSOLIDATION,D,25000.00,13.99,"1",0.23,Y,2,Valid,Valid,High,Default
26,120000.00,MORTGAGE,7,HOMEIMPROVEMENT,F,25000.00,15.76,"0",0.21,N,4,Valid,Valid,High,Non-Default
23,120000.00,MORTGAGE,6,EDUCATION,C,23000.00,11.03,"0",0.19,N,2,Valid,Valid,High,Non-Default
26,120000.00,MORTGAGE,8,EDUCATION,B,25000.00,9.76,"0",0.21,N,3,Valid,Valid,High,Non-Default
24,120000.00,MORTGAGE,8,HOMEIMPROVEMENT,C,9500.00,11.66,"0",0.08,Y,2,Valid,Valid,High,Non-Default
25,120000.00,OWN,3,EDUCATION,B,3000.00,10.14,"0",0.03,N,3,Valid,Valid,High,Non-Default
23,70000.00,RENT,7,DEBTCONSOLIDATION,B,1600.00,11.14,"0",0.02,N,4,Valid,Valid,High,Non-Default
22,82000.00,RENT,2,EDUCATION,B,1600.00,11.89,"0",0.02,N,2,Valid,Valid,High,Non-Default
22,24996.00,OWN,2,PERSONAL,B,13000.00,8.88,"0",0.52,N,4,Valid,Valid,Medium,Non-Default
24,120155.00,MORTGAGE,4,EDUCATION,A,12000.00,11.01,"0",0.10,N,4,Valid,Valid,High,Non-Default
25,12732.00,RENT,6,HOMEIMPROVEMENT,C,1550.00,15.27,"1",0.12,N,2,Valid,Valid,Medium,Default
22,120456.00,MORTGAGE,6,EDUCATION,D,20000.00,14.96,"0",0.17,Y,2,Valid,Valid,High,Non-Default
21,24996.00,OWN,5,VENTURE,A,5000.00,7.51,"0",0.20,N,2,Valid,Valid,Medium,Non-Default
22,34480.00,RENT,4,VENTURE,D,1550.00,15.21,"0",0.04,Y,3,Valid,Valid,High,Non-Default
25,120775.00,OWN,9,EDUCATION,C,15000.00,13.11,"0",0.12,N,4,Valid,Valid,High,Non-Default
26,26989.00,RENT,2,MEDICAL,C,1525.00,15.23,"0",0.06,Y,3,Valid,Valid,Medium,Non-Default
25,121000.00,MORTGAGE,9,MEDICAL,B,13600.00,11.99,"0",0.11,N,2,Valid,Valid,High,Non-Default
25,121000.00,MORTGAGE,6,VENTURE,B,13000.00,11.01,"0",0.11,N,2,Valid,Valid,High,Non-Default
23,121000.00,MORTGAGE,4,PERSONAL,A,3600.00,5.79,"0",0.03,N,4,Valid,Valid,High,Non-Default
24,121000.00,MORTGAGE,6,EDUCATION,B,20400.00,10.75,"0",0.17,N,2,Valid,Valid,High,Non-Default
22,12000.00,RENT,1,VENTURE,A,1500.00,6.99,"0",0.13,N,2,Valid,Valid,Medium,Non-Default
25,121000.00,MORTGAGE,1,EDUCATION,B,3600.00,11.83,"0",0.03,N,3,Valid,Valid,High,Non-Default
23,24972.00,OWN,6,VENTURE,B,2600.00,11.86,"0",0.10,N,4,Valid,Valid,Medium,Non-Default
23,14000.00,RENT,6,DEBTCONSOLIDATION,C,1500.00,11.01,"0",0.11,Y,4,Valid,Valid,Medium,Non-Default
21,121352.00,MORTGAGE,5,DEBTCONSOLIDATION,C,7750.00,11.01,"0",0.06,N,4,Valid,Valid,High,Non-Default
23,14088.00,RENT,2,MEDICAL,B,1500.00,8.88,"0",0.11,N,2,Valid,Valid,Medium,Non-Default
25,121680.00,MORTGAGE,3,HOMEIMPROVEMENT,B,15000.00,10.37,"0",0.12,N,3,Valid,Valid,High,Non-Default
22,24960.00,OWN,6,PERSONAL,A,4525.00,7.51,"0",0.18,N,4,Valid,Valid,Medium,Non-Default
25,14400.00,RENT,6,VENTURE,C,1500.00,12.99,"1",0.10,Y,2,Valid,Valid,Medium,Default
23,122000.00,MORTGAGE,7,EDUCATION,C,16000.00,13.49,"0",0.13,N,2,Valid,Valid,High,Non-Default
25,24864.00,OWN,9,VENTURE,B,9000.00,11.01,"0",0.36,N,3,Valid,Valid,Medium,Non-Default
25,110000.00,MORTGAGE,9,DEBTCONSOLIDATION,D,12000.00,15.99,"1",0.11,N,3,Valid,Valid,High,Default
22,24744.00,OWN,5,VENTURE,B,5000.00,11.89,"0",0.20,N,2,Valid,Valid,Medium,Non-Default
22,122000.00,MORTGAGE,6,MEDICAL,A,6000.00,6.92,"0",0.05,N,2,Valid,Valid,High,Non-Default
25,122000.00,MORTGAGE,1,PERSONAL,C,35000.00,13.80,"0",0.29,Y,3,Valid,Valid,High,Non-Default
23,122000.00,MORTGAGE,5,PERSONAL,A,12000.00,7.29,"0",0.10,N,3,Valid,Valid,High,Non-Default
22,24605.00,OWN,3,VENTURE,C,10000.00,11.01,"0",0.41,Y,2,Valid,Valid,Medium,Non-Default
26,122000.00,MORTGAGE,4,EDUCATION,C,4800.00,11.01,"0",0.04,Y,3,Valid,Valid,High,Non-Default
22,24600.00,OWN,1,PERSONAL,B,4750.00,10.00,"0",0.19,N,4,Valid,Valid,Medium,Non-Default
25,122000.00,MORTGAGE,9,PERSONAL,C,20000.00,13.23,"0",0.16,Y,4,Valid,Valid,High,Non-Default
26,14400.00,RENT,1,PERSONAL,B,1500.00,9.25,"0",0.10,N,4,Valid,Valid,Medium,Non-Default
21,15600.00,RENT,2,EDUCATION,B,1500.00,11.86,"0",0.10,N,2,Valid,Valid,Medium,Non-Default
26,122000.00,MORTGAGE,10,PERSONAL,A,6000.00,7.51,"0",0.05,N,2,Valid,Valid,High,Non-Default
25,122000.00,MORTGAGE,8,PERSONAL,C,10000.00,13.57,"0",0.08,N,4,Valid,Valid,High,Non-Default
25,122000.00,MORTGAGE,1,MEDICAL,A,10000.00,8.94,"0",0.08,N,4,Valid,Valid,High,Non-Default
21,15874.00,RENT,6,EDUCATION,B,1500.00,11.01,"0",0.09,N,3,Valid,Valid,Medium,Non-Default
23,122004.00,MORTGAGE,7,EDUCATION,B,11200.00,10.99,"0",0.09,N,3,Valid,Valid,High,Non-Default
25,16200.00,RENT,2,MEDICAL,A,1500.00,6.91,"0",0.09,N,4,Valid,Valid,Medium,Non-Default
21,17000.00,RENT,6,DEBTCONSOLIDATION,E,1500.00,18.64,"1",0.09,N,2,Valid,Valid,Medium,Default
24,94102.00,MORTGAGE,8,MEDICAL,C,8475.00,12.99,"1",0.08,N,4,Valid,Valid,High,Default
22,18000.00,RENT,6,HOMEIMPROVEMENT,E,1500.00,18.64,"1",0.08,N,2,Valid,Valid,Medium,Default
24,123000.00,MORTGAGE,6,PERSONAL,C,8000.00,12.68,"0",0.07,N,4,Valid,Valid,High,Non-Default
22,123000.00,MORTGAGE,6,EDUCATION,A,7000.00,7.51,"0",0.06,N,4,Valid,Valid,High,Non-Default
24,123000.00,MORTGAGE,6,PERSONAL,B,4750.00,10.99,"0",0.04,N,3,Valid,Valid,High,Non-Default
21,18000.00,RENT,6,DEBTCONSOLIDATION,C,1500.00,12.61,"0",0.08,Y,2,Valid,Valid,Medium,Non-Default
26,18000.00,RENT,6,EDUCATION,B,1500.00,11.36,"0",0.08,N,2,Valid,Valid,Medium,Non-Default
21,18000.00,RENT,3,PERSONAL,C,1500.00,12.87,"0",0.08,Y,4,Valid,Valid,Medium,Non-Default
26,111917.00,MORTGAGE,1,DEBTCONSOLIDATION,D,25000.00,15.31,"1",0.22,N,3,Valid,Valid,High,Default
26,123996.00,MORTGAGE,10,MEDICAL,A,2000.00,5.42,"0",0.02,N,4,Valid,Valid,High,Non-Default
25,123996.00,OWN,9,HOMEIMPROVEMENT,A,10000.00,6.54,"0",0.08,N,3,Valid,Valid,High,Non-Default
23,124000.00,MORTGAGE,4,MEDICAL,A,16000.00,6.03,"0",0.13,N,4,Valid,Valid,High,Non-Default
21,18000.00,RENT,5,PERSONAL,B,1500.00,12.18,"1",0.08,N,4,Valid,Valid,Medium,Default
26,18700.00,RENT,2,EDUCATION,A,1500.00,5.42,"0",0.08,N,4,Valid,Valid,Medium,Non-Default
25,124000.00,OWN,9,MEDICAL,B,2000.00,11.01,"0",0.02,N,4,Valid,Valid,High,Non-Default
24,124000.00,MORTGAGE,5,EDUCATION,B,12000.00,10.36,"0",0.10,N,4,Valid,Valid,High,Non-Default
22,24000.00,OWN,1,VENTURE,A,8000.00,7.51,"0",0.33,N,3,Valid,Valid,Medium,Non-Default
23,24000.00,OWN,5,VENTURE,A,12000.00,11.01,"0",0.50,N,4,Valid,Valid,Medium,Non-Default
22,124000.00,MORTGAGE,6,MEDICAL,C,11000.00,11.01,"0",0.09,N,3,Valid,Valid,High,Non-Default
26,112000.00,MORTGAGE,5,DEBTCONSOLIDATION,B,20000.00,12.53,"1",0.18,N,4,Valid,Valid,High,Default
22,18996.00,RENT,1,MEDICAL,D,1500.00,11.01,"1",0.08,Y,3,Valid,Valid,Medium,Default
26,124500.00,MORTGAGE,10,PERSONAL,B,6000.00,10.62,"0",0.05,N,2,Valid,Valid,High,Non-Default
26,124726.00,MORTGAGE,3,PERSONAL,A,15000.00,7.29,"0",0.12,N,3,Valid,Valid,High,Non-Default
23,124800.00,MORTGAGE,2,DEBTCONSOLIDATION,A,5000.00,6.62,"0",0.04,N,3,Valid,Valid,High,Non-Default
23,124800.00,MORTGAGE,4,MEDICAL,B,28000.00,11.01,"0",0.22,N,2,Valid,Valid,High,Non-Default
21,112800.00,MORTGAGE,2,EDUCATION,C,16000.00,13.48,"1",0.14,Y,2,Valid,Valid,High,Default
23,124896.00,MORTGAGE,5,VENTURE,B,14400.00,11.01,"0",0.12,N,2,Valid,Valid,High,Non-Default
23,24000.00,OWN,2,VENTURE,C,6000.00,15.23,"0",0.25,Y,2,Valid,Valid,Medium,Non-Default
23,24000.00,OWN,7,EDUCATION,A,5000.00,7.49,"0",0.21,N,2,Valid,Valid,Medium,Non-Default
23,125000.00,MORTGAGE,6,EDUCATION,A,35000.00,8.90,"0",0.28,N,4,Valid,Valid,High,Non-Default
25,125000.00,MORTGAGE,1,EDUCATION,B,20000.00,11.71,"0",0.16,N,4,Valid,Valid,High,Non-Default
25,125000.00,OWN,9,PERSONAL,A,15000.00,7.90,"0",0.12,N,3,Valid,Valid,High,Non-Default
23,20004.00,RENT,2,DEBTCONSOLIDATION,B,1500.00,9.62,"0",0.07,N,3,Valid,Valid,Medium,Non-Default
25,24000.00,OWN,7,HOMEIMPROVEMENT,A,6000.00,5.42,"0",0.25,N,3,Valid,Valid,Medium,Non-Default
25,125000.00,MORTGAGE,1,MEDICAL,C,30000.00,14.27,"0",0.24,N,4,Valid,Valid,High,Non-Default
24,20160.00,RENT,3,MEDICAL,C,1500.00,13.35,"0",0.07,N,4,Valid,Valid,Medium,Non-Default
22,21216.00,RENT,6,MEDICAL,B,1500.00,11.86,"0",0.07,N,2,Valid,Valid,Medium,Non-Default
25,125000.00,MORTGAGE,9,PERSONAL,B,12000.00,9.91,"0",0.10,N,3,Valid,Valid,High,Non-Default
22,24000.00,OWN,6,DEBTCONSOLIDATION,D,4200.00,15.62,"0",0.17,Y,2,Valid,Valid,Medium,Non-Default
24,23004.00,RENT,9,DEBTCONSOLIDATION,A,1500.00,7.68,"0",0.07,N,2,Valid,Valid,Medium,Non-Default
22,24000.00,RENT,6,EDUCATION,E,1500.00,18.79,"1",0.06,Y,3,Valid,Valid,Medium,Default
21,24000.00,RENT,1,EDUCATION,A,1500.00,11.01,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
24,24000.00,RENT,1,EDUCATION,A,1500.00,11.01,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
24,125000.00,OWN,3,HOMEIMPROVEMENT,B,28000.00,9.91,"0",0.22,N,3,Valid,Valid,High,Non-Default
26,24000.00,RENT,6,EDUCATION,D,1500.00,14.54,"1",0.06,Y,4,Valid,Valid,Medium,Default
23,24000.00,RENT,4,VENTURE,B,1500.00,11.49,"0",0.06,N,2,Valid,Valid,Medium,Non-Default
25,96050.00,MORTGAGE,3,MEDICAL,E,35000.00,19.29,"1",0.31,N,2,Valid,Valid,High,Default
25,125000.00,MORTGAGE,2,PERSONAL,B,14000.00,11.01,"0",0.11,N,4,Valid,Valid,High,Non-Default
25,125000.00,MORTGAGE,3,VENTURE,A,10000.00,5.99,"0",0.08,N,3,Valid,Valid,High,Non-Default
21,24000.00,RENT,2,EDUCATION,C,1500.00,13.85,"0",0.06,Y,4,Valid,Valid,Medium,Non-Default
23,125000.00,MORTGAGE,7,EDUCATION,B,5000.00,11.01,"0",0.04,N,2,Valid,Valid,High,Non-Default
26,25000.00,RENT,1,DEBTCONSOLIDATION,E,1500.00,14.70,"1",0.06,N,2,Valid,Valid,Medium,Default
